prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
JAKFTF01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898219,strain: 77-K1,"host: Homo sapiens,isolation_source: intestinal tract",5205450,435,4918,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTG01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898218,strain: R20-K1,"host: Homo sapiens,isolation_source: intestinal tract",4904039,127,4645,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTH01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898217,strain: R18-K3,"host: Homo sapiens,isolation_source: intestinal tract",4988998,129,4651,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTI01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898216,strain: R19-K14/1/1,"host: Homo sapiens,isolation_source: intestinal tract",4887369,195,4662,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTJ01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898215,strain: 76-K1,"host: Homo sapiens,isolation_source: intestinal tract",5268710,138,4995,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTK01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898214,strain: 104-K1,"host: Homo sapiens,isolation_source: intestinal tract",5247271,119,4878,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTL01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898213,strain: R32-K1,"host: Homo sapiens,isolation_source: intestinal tract",5241057,212,5020,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTM01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898212,strain: R31-K1,"host: Homo sapiens,isolation_source: intestinal tract",5469386,161,5226,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTN01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898211,strain: R30-K1,"host: Homo sapiens,isolation_source: intestinal tract",5396844,256,5205,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTO01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898210,strain: 103-K1,"host: Homo sapiens,isolation_source: intestinal tract",5681255,754,5644,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTP01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898209,strain: 102-K1,"host: Homo sapiens,isolation_source: intestinal tract",5053939,218,4758,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTQ01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898208,strain: 101-K1,"host: Homo sapiens,isolation_source: intestinal tract",5064599,103,4620,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTR01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898207,strain: R26-K1,"host: Homo sapiens,isolation_source: intestinal tract",4827258,93,4481,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTS01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898206,strain: 94-K1,"host: Homo sapiens,isolation_source: intestinal tract",5348302,174,5110,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTT01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898205,strain: 93-K1,"host: Homo sapiens,isolation_source: intestinal tract",4989116,126,4632,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTU01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898204,strain: 92-K2,"host: Homo sapiens,isolation_source: intestinal tract",4559742,111,4229,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTV01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898203,strain: 91-K1,"host: Homo sapiens,isolation_source: intestinal tract",4698615,116,4347,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTW01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898202,strain: R24 - K1,"host: Homo sapiens,isolation_source: intestinal tract",4711321,106,4367,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTX01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898201,strain: R23-K1,"host: Homo sapiens,isolation_source: intestinal tract",4656210,185,4455,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTY01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898200,strain: 87-K4,"host: Homo sapiens,isolation_source: intestinal tract",5493814,457,5347,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFTZ01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898199,strain: R22-K6,"host: Homo sapiens,isolation_source: intestinal tract",4966053,117,4671,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFUA01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898198,strain: R22-K5,"host: Homo sapiens,isolation_source: intestinal tract",4697796,304,4373,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFUB01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898197,strain: R17-K7/2,"host: Homo sapiens,isolation_source: intestinal tract",5415362,657,5358,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFUC01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898196,strain: R17-K7/1,"host: Homo sapiens,isolation_source: intestinal tract",4704713,123,4391,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFUD01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898195,strain: R17-K1,"host: Homo sapiens,isolation_source: intestinal tract",4705177,129,4396,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
JAKFUE01,WGS,,BCT,Escherichia coli,PRJNA796559,SAMN24898194,strain: 75-K3,"host: Homo sapiens,isolation_source: intestinal tract",5048773,264,4789,Yes,0,0,0,No,,,2022-01-21T00:00:00Z,2022-01-21T00:00:00Z
LFOB01,WGS,,BCT,Klebsiella pneumoniae,PRJNA288071,SAMN03793168,strain: S1,"host: Homo sapiens,isolation_source: intestinal tract",5208108,50,4807,Yes,0,0,0,No,,,2020-06-26T00:00:00Z,2016-08-31T00:00:00Z
JADOGN02,WGS,,BCT,Salmonella enterica,PRJNA677959,SAMN16784413,strain: LJH 614,"host: Homo sapiens,isolation_source: intestinal tract",4689399,122,4402,Yes,0,0,0,No,,,2021-05-15T00:00:00Z,2021-05-15T00:00:00Z
NZ_LFOB01,WGS,,BCT,Klebsiella pneumoniae,PRJNA224116,SAMN03793168,strain: S1,"host: Homo sapiens,isolation_source: intestinal tract",0,0,0,No,0,0,0,No,NZ_LFOB01000001-NZ_LFOB01000050,,2021-07-11T00:00:00Z,2016-09-02T00:00:00Z
NOFQ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279503,strain: MOD1-EC5164,"host: Homo sapiens,isolation_source: intestine",4831811,102,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOFR01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279502,strain: MOD1-EC5163,"host: Homo sapiens,isolation_source: intestine",5241142,203,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOFS01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279501,strain: MOD1-EC5162,"host: Homo sapiens,isolation_source: intestine",5284352,225,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOFT01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279500,strain: MOD1-EC5161,"host: Homo sapiens,isolation_source: intestine",4890645,151,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOGT01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279473,strain: MOD1-EC5135,"host: Homo sapiens,isolation_source: intestine",5078333,102,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOGU01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279472,strain: MOD1-EC5134,"host: Homo sapiens,isolation_source: intestine",5287680,201,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOGV01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279471,strain: MOD1-EC5133,"host: Homo sapiens,isolation_source: intestine",5008215,202,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOHE01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279461,strain: MOD1-EC5123,"host: Homo sapiens,isolation_source: intestine",4956893,188,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NOHF01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279453,strain: MOD1-EC5120,"host: Homo sapiens,isolation_source: intestine",5116457,268,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
NORX01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992127,strain: MOD1-EC6779,"host: Homo sapiens,isolation_source: intestine",5106140,216,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NORY01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992126,strain: MOD1-EC6778,"host: Homo sapiens,isolation_source: intestine",5479117,279,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NORZ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992125,strain: MOD1-EC6777,"host: Homo sapiens,isolation_source: intestine",5126965,153,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSA01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992124,strain: MOD1-EC6776,"host: Homo sapiens,isolation_source: intestine",5011744,165,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSB01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992123,strain: MOD1-EC6775,"host: Homo sapiens,isolation_source: intestine",4698430,166,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSC01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992121,strain: MOD1-EC6773,"host: Homo sapiens,isolation_source: intestine",5019165,156,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSD01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992120,strain: MOD1-EC6772,"host: Homo sapiens,isolation_source: intestine",4520831,159,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSE01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992119,strain: MOD1-EC6771,"host: Homo sapiens,isolation_source: intestine",5043394,218,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSF01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992118,strain: MOD1-EC6770,"host: Homo sapiens,isolation_source: intestine",4724637,128,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSG01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992117,strain: MOD1-EC6769,"host: Homo sapiens,isolation_source: intestine",4814432,198,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSH01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992116,strain: MOD1-EC6768,"host: Homo sapiens,isolation_source: intestine",4731117,140,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSI01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992105,strain: MOD1-EC6767,"host: Homo sapiens,isolation_source: intestine",5062339,212,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSJ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992597,strain: MOD1-EC6766,"host: Homo sapiens,isolation_source: intestine",4757806,100,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSL01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992594,strain: MOD1-EC6763,"host: Homo sapiens,isolation_source: intestine",5279792,251,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSM01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992593,strain: MOD1-EC6762,"host: Homo sapiens,isolation_source: intestine",5344739,210,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSN01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992592,strain: MOD1-EC6761,"host: Homo sapiens,isolation_source: intestine",5146351,243,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSO01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992591,strain: MOD1-EC6760,"host: Homo sapiens,isolation_source: intestine",5168348,94,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSP01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992590,strain: MOD1-EC6759,"host: Homo sapiens,isolation_source: intestine",5095176,278,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSQ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992589,strain: MOD1-EC6758,"host: Homo sapiens,isolation_source: intestine",4964738,142,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSR01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992588,strain: MOD1-EC6757,"host: Homo sapiens,isolation_source: intestine",4953113,307,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSS01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992587,strain: MOD1-EC6756,"host: Homo sapiens,isolation_source: intestine",5188738,262,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOST01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992586,strain: MOD1-EC6755,"host: Homo sapiens,isolation_source: intestine",5049216,252,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSU01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992585,strain: MOD1-EC6754,"host: Homo sapiens,isolation_source: intestine",5082323,206,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSV01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992584,strain: MOD1-EC6753,"host: Homo sapiens,isolation_source: intestine",4842927,153,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSW01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992583,strain: MOD1-EC6752,"host: Homo sapiens,isolation_source: intestine",4782700,117,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSX01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992581,strain: MOD1-EC6750,"host: Homo sapiens,isolation_source: intestine",4960884,188,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSY01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992580,strain: MOD1-EC6749,"host: Homo sapiens,isolation_source: intestine",5070719,128,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOSZ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992579,strain: MOD1-EC6748,"host: Homo sapiens,isolation_source: intestine",4964856,240,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTA01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992578,strain: MOD1-EC6747,"host: Homo sapiens,isolation_source: intestine",5013286,129,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTB01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992577,strain: MOD1-EC6746,"host: Homo sapiens,isolation_source: intestine",5036673,306,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTC01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992576,strain: MOD1-EC6745,"host: Homo sapiens,isolation_source: intestine",4715723,97,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTD01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992575,strain: MOD1-EC6744,"host: Homo sapiens,isolation_source: intestine",5325619,172,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTE01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992574,strain: MOD1-EC6743,"host: Homo sapiens,isolation_source: intestine",4723903,162,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTF01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992573,strain: MOD1-EC6742,"host: Homo sapiens,isolation_source: intestine",4555493,88,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTG01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992572,strain: MOD1-EC6741,"host: Homo sapiens,isolation_source: intestine",4819712,103,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTH01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992571,strain: MOD1-EC6740,"host: Homo sapiens,isolation_source: intestine",4781354,193,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTI01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992570,strain: MOD1-EC6739,"host: Homo sapiens,isolation_source: intestine",4974413,162,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTJ01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992569,strain: MOD1-EC6738,"host: Homo sapiens,isolation_source: intestine",4960930,337,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NOTK01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992567,strain: MOD1-EC6736,"host: Homo sapiens,isolation_source: intestine",5151689,115,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-11T00:00:00Z
NLRV01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279452,strain: MOD1-EC5119,"host: Homo sapiens,isolation_source: Intestine",4789823,153,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLRW01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279451,strain: MOD1-EC5118,"host: Homo sapiens,isolation_source: Intestine",5072449,317,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLRX01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279450,strain: MOD1-EC5117,"host: Homo sapiens,isolation_source: Intestine",5036291,213,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLSR01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279433,strain: MOD1-EC5096,"host: Homo sapiens,isolation_source: Intestine",5262315,156,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLST01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279431,strain: MOD1-EC5094,"host: Homo sapiens,isolation_source: Intestine",5203394,183,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLSU01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279430,strain: MOD1-EC5093,"host: Homo sapiens,isolation_source: Intestine",4934035,76,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
