prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
JABLTP01,WGS,,ENV,human gut metagenome,PRJNA627086,SAMN14651227,isolate: 10015,"host: Homo sapiens,isolation_source: feces",221764005,99388,0,No,0,0,0,No,,,2020-05-22T00:00:00Z,2020-05-22T00:00:00Z
JABLTQ01,WGS,,ENV,human gut metagenome,PRJNA627086,SAMN14651228,isolate: 16016,"host: Homo sapiens,isolation_source: feces",314063248,140384,0,No,0,0,0,No,,,2020-05-22T00:00:00Z,2020-05-22T00:00:00Z
JABLTR01,WGS,,ENV,human gut metagenome,PRJNA627086,SAMN14651230,isolate: 16021,"host: Homo sapiens,isolation_source: feces",321343528,116275,0,No,0,0,0,No,,,2020-05-22T00:00:00Z,2020-05-22T00:00:00Z
JABLTS01,WGS,,ENV,human gut metagenome,PRJNA627086,SAMN14651231,isolate: 16026,"host: Homo sapiens,isolation_source: feces",299409884,132555,0,No,0,0,0,No,,,2020-05-22T00:00:00Z,2020-05-22T00:00:00Z
JABLTT01,WGS,,ENV,human gut metagenome,PRJNA627086,SAMN14651232,isolate: 17006,"host: Homo sapiens,isolation_source: feces",242013173,96848,0,No,0,0,0,No,,,2020-05-22T00:00:00Z,2020-05-22T00:00:00Z
CXPF01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491263,,isolation_source: ENVO:feces,3000003,3311,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPH01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491264,,isolation_source: ENVO:feces,3873694,3378,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPI01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491266,,isolation_source: ENVO:feces,2554204,381,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPJ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491265,,isolation_source: ENVO:feces,4381346,4824,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPK01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491267,,isolation_source: ENVO:feces,3147695,1157,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPL01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491271,,isolation_source: ENVO:feces,2984606,1499,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPM01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491268,,isolation_source: ENVO:feces,4419288,3879,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPN01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491269,,isolation_source: ENVO:feces,7078862,5349,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPO01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491272,,isolation_source: ENVO:feces,2073126,736,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPP01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491270,,isolation_source: ENVO:feces,4324928,4416,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPQ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491274,,isolation_source: ENVO:feces,3416107,3426,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPR01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491273,,isolation_source: ENVO:feces,7575153,6182,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPS01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491275,,isolation_source: ENVO:feces,7123069,1770,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPT01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491277,,isolation_source: ENVO:feces,2587892,254,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPU01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491276,,isolation_source: ENVO:feces,2350361,378,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPV01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491278,,isolation_source: ENVO:feces,2591099,565,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPW01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491279,,isolation_source: ENVO:feces,5690341,2293,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPX01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491280,,isolation_source: ENVO:feces,2374550,347,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPY01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491282,,isolation_source: ENVO:feces,2636486,655,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXPZ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491281,,isolation_source: ENVO:feces,4603327,3914,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQA01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491285,,isolation_source: ENVO:feces,2472967,896,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQB01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491284,,isolation_source: ENVO:feces,2377351,381,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQC01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491283,,isolation_source: ENVO:feces,7308830,3442,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQD01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491286,,isolation_source: ENVO:feces,2587163,3580,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQE01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491287,,isolation_source: ENVO:feces,5704480,937,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQF01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491288,,isolation_source: ENVO:feces,2481456,990,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQG01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491289,,isolation_source: ENVO:feces,2502382,525,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQH01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491290,,isolation_source: ENVO:feces,3203643,1864,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQI01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491293,,isolation_source: ENVO:feces,2612816,528,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQJ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491291,,isolation_source: ENVO:feces,6496680,1608,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQK01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491292,,isolation_source: ENVO:feces,4255947,5179,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQL01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491294,,isolation_source: ENVO:feces,3064931,2501,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQM01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491296,,isolation_source: ENVO:feces,2352376,361,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQN01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491295,,isolation_source: ENVO:feces,2489547,1197,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQO01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491298,,isolation_source: ENVO:feces,2331868,571,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQP01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491297,,isolation_source: ENVO:feces,6395321,5782,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQQ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491301,,isolation_source: ENVO:feces,2522734,470,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQR01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491300,,isolation_source: ENVO:feces,2310357,991,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQS01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491299,,isolation_source: ENVO:feces,3887818,3370,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQT01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491302,,isolation_source: ENVO:feces,2369720,375,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQU01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491303,,isolation_source: ENVO:feces,2491891,899,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQV01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491304,,isolation_source: ENVO:feces,3083919,1535,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQW01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491306,,isolation_source: ENVO:feces,2354977,276,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQX01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491307,,isolation_source: ENVO:feces,2358822,397,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQY01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491305,,isolation_source: ENVO:feces,2587485,565,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXQZ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491308,,isolation_source: ENVO:feces,2349691,192,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRA01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491309,,isolation_source: ENVO:feces,2512469,291,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRB01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491310,,isolation_source: ENVO:feces,3599096,2858,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRC01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491312,,isolation_source: ENVO:feces,2327943,526,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRD01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491311,,isolation_source: ENVO:feces,2595870,656,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRE01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491313,,isolation_source: ENVO:feces,3900925,2263,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRF01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491315,,isolation_source: ENVO:feces,4005290,2372,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRG01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491316,,isolation_source: ENVO:feces,3751825,1993,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRH01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491319,,isolation_source: ENVO:feces,2528054,224,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRI01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491314,,isolation_source: ENVO:feces,4911705,4659,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRJ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491318,,isolation_source: ENVO:feces,3131602,1661,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRK01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491317,,isolation_source: ENVO:feces,3565362,3222,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRL01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491322,,isolation_source: ENVO:feces,2519526,153,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRM01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491321,,isolation_source: ENVO:feces,2351221,217,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRN01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491324,,isolation_source: ENVO:feces,2325205,169,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRO01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491323,,isolation_source: ENVO:feces,2333081,1098,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRP01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491320,,isolation_source: ENVO:feces,6310045,7604,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRQ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491328,,isolation_source: ENVO:feces,2529875,190,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRR01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491327,,isolation_source: ENVO:feces,2522765,244,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRS01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491329,,isolation_source: ENVO:feces,2325324,141,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRT01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491330,,isolation_source: ENVO:feces,2530627,212,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRU01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491326,,isolation_source: ENVO:feces,5170725,6704,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRV01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491332,,isolation_source: ENVO:feces,2490826,173,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRW01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491325,,isolation_source: ENVO:feces,2911220,7773,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRX01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491333,,isolation_source: ENVO:feces,3677828,2473,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRY01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491331,,isolation_source: ENVO:feces,3300325,5030,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXRZ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491334,,isolation_source: ENVO:feces,2323171,101,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSA01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491335,,isolation_source: ENVO:feces,2289163,3363,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSB01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491336,,isolation_source: ENVO:feces,237676,681,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSC01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491338,,isolation_source: ENVO:feces,2643380,614,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSD01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491340,,isolation_source: ENVO:feces,2765402,772,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSE01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491337,,isolation_source: ENVO:feces,7479438,3402,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSF01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491342,,isolation_source: ENVO:feces,3406721,2784,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSG01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491344,,isolation_source: ENVO:feces,2330689,144,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSH01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491341,,isolation_source: ENVO:feces,2710254,3709,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSI01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491339,,isolation_source: ENVO:feces,3528303,4768,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSJ01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491343,,isolation_source: ENVO:feces,2915565,1359,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSK01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491346,,isolation_source: ENVO:feces,2476816,475,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSL01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491345,,isolation_source: ENVO:feces,2399500,3024,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSM01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491348,,isolation_source: ENVO:feces,2325931,196,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
CXSN01,WGS,,ENV,human gut metagenome,PRJEB9169,SAMEA3491347,,isolation_source: ENVO:feces,3473161,8817,0,No,0,0,0,No,,,2015-11-19T00:00:00Z,2015-11-19T00:00:00Z
